Tap Time,ITI,Asynchornies,Tone Time,IOI
,,,,
1.41,,0.0,1.41,
1.93,0.52,-0.010000000000000009,1.94,0.53
2.44,0.51,-0.020000000000000018,2.46,0.52
2.96,0.52,-0.020000000000000018,2.98,0.52
3.46,0.5,-0.020000000000000018,3.48,0.5
4.0,0.54,0.009999999999999787,3.99,0.5100000000000002
4.53,0.5300000000000002,0.0,4.53,0.54
5.06,0.5299999999999994,0.0,5.06,0.5299999999999994
5.56,0.5,0.009999999999999787,5.55,0.4900000000000002
6.03,0.47000000000000064,-0.040000000000000036,6.07,0.5200000000000005
6.57,0.54,0.0,6.57,0.5
,,,7.08,0.5099999999999998
7.61,,0.03000000000000025,7.58,0.5
8.12,0.5099999999999989,-0.010000000000001563,8.13,0.5500000000000007
8.64,0.5200000000000014,0.030000000000001137,8.61,0.47999999999999865
9.11,0.46999999999999886,-0.040000000000000924,9.15,0.5400000000000009
9.65,0.5400000000000009,0.009999999999999787,9.64,0.4900000000000002
10.16,0.5099999999999998,0.0,10.16,0.5199999999999996
10.69,0.5299999999999994,0.019999999999999574,10.67,0.5099999999999998
11.17,0.4800000000000004,0.0,11.17,0.5
11.66,0.4900000000000002,0.019999999999999574,11.64,0.47000000000000064
12.18,0.5199999999999996,0.03999999999999915,12.14,0.5
12.66,0.4800000000000004,0.009999999999999787,12.65,0.5099999999999998
13.16,0.5,-0.009999999999999787,13.17,0.5199999999999996
13.68,0.5199999999999996,0.0,13.68,0.5099999999999998
14.19,0.5099999999999998,0.009999999999999787,14.18,0.5
14.7,0.5099999999999998,0.0,14.7,0.5199999999999996
15.21,0.5100000000000016,-0.02999999999999936,15.24,0.5400000000000009
15.73,0.5199999999999996,-0.009999999999999787,15.74,0.5
16.24,0.509999999999998,-0.020000000000003126,16.26,0.5200000000000014
16.76,0.5200000000000031,0.020000000000003126,16.74,0.4799999999999969
17.25,0.48999999999999844,0.0,17.25,0.5100000000000016
17.76,0.5100000000000016,0.030000000000001137,17.73,0.4800000000000004
18.25,0.48999999999999844,0.0,18.25,0.5199999999999996
18.76,0.5100000000000016,0.010000000000001563,18.75,0.5
19.26,0.5,-0.029999999999997584,19.29,0.5399999999999991
19.75,0.48999999999999844,-0.05999999999999872,19.81,0.5199999999999996
20.28,0.5300000000000011,-0.029999999999997584,20.31,0.5
20.8,0.5199999999999996,-0.029999999999997584,20.83,0.5199999999999996
21.32,0.5199999999999996,0.019999999999999574,21.3,0.4700000000000024
21.85,0.5300000000000011,0.020000000000003126,21.83,0.5299999999999976
22.35,0.5,-0.00999999999999801,22.36,0.5300000000000011
22.87,0.5199999999999996,0.019999999999999574,22.85,0.490000000000002
23.35,0.4800000000000004,0.0,23.35,0.5
23.84,0.48999999999999844,-0.010000000000001563,23.85,0.5
24.36,0.5199999999999996,-0.010000000000001563,24.37,0.5199999999999996
24.88,0.5199999999999996,0.00999999999999801,24.87,0.5
25.42,0.5400000000000027,0.0,25.42,0.5500000000000007
25.94,0.5199999999999996,0.0,25.94,0.5199999999999996
26.44,0.5,0.0,26.44,0.5
26.94,0.5,0.019999999999999574,26.92,0.4800000000000004
27.44,0.5,0.0,27.44,0.5199999999999996
27.94,0.5,0.010000000000001563,27.93,0.48999999999999844
28.46,0.5199999999999996,0.010000000000001563,28.45,0.5199999999999996
28.97,0.509999999999998,0.00999999999999801,28.96,0.5100000000000016
29.48,0.5100000000000016,-0.019999999999999574,29.5,0.5399999999999991
30.01,0.5300000000000011,0.0,30.01,0.5100000000000016
30.51,0.5,-0.029999999999997584,30.54,0.5299999999999976
31.04,0.5299999999999976,0.0,31.04,0.5
,,,31.54,0.5
32.05,,0.00999999999999801,32.04,0.5
32.54,0.490000000000002,-0.05000000000000426,32.59,0.5500000000000043
33.06,0.5200000000000031,0.020000000000003126,33.04,0.44999999999999574
33.55,0.4899999999999949,0.00999999999999801,33.54,0.5
34.06,0.5100000000000051,0.030000000000001137,34.03,0.490000000000002
34.54,0.4799999999999969,-0.020000000000003126,34.56,0.5300000000000011
35.04,0.5,-0.00999999999999801,35.05,0.4899999999999949
35.54,0.5,-0.020000000000003126,35.56,0.5100000000000051
36.06,0.5200000000000031,0.020000000000003126,36.04,0.4799999999999969
36.57,0.509999999999998,0.00999999999999801,36.56,0.5200000000000031
37.06,0.490000000000002,0.020000000000003126,37.04,0.4799999999999969
37.56,0.5,0.010000000000005116,37.55,0.509999999999998
38.05,0.4899999999999949,0.0,38.05,0.5
38.57,0.5200000000000031,-0.00999999999999801,38.58,0.5300000000000011
39.06,0.490000000000002,0.010000000000005116,39.05,0.46999999999999886
39.54,0.4799999999999969,-0.030000000000001137,39.57,0.5200000000000031
40.06,0.5200000000000031,-0.01999999999999602,40.08,0.509999999999998
