Tone Time,IOI,Asynchornies,Tap Time,ITI
0.72,0.37,0.0,0.72,0.37
1.09,0.3700000000000001,-0.020000000000000018,1.11,0.3900000000000001
1.46,0.3699999999999999,-0.020000000000000018,1.48,0.3699999999999999
1.82,0.3600000000000001,0.010000000000000009,1.81,0.33
2.2,0.3800000000000001,0.0,2.2,0.3900000000000001
2.56,0.3599999999999999,-0.020000000000000018,2.58,0.3799999999999999
2.93,0.3700000000000001,0.010000000000000231,2.92,0.3399999999999998
3.28,0.3499999999999996,-0.06000000000000005,3.34,0.4199999999999999
3.66,0.3800000000000003,0.0,3.66,0.3200000000000003
4.01,0.3499999999999996,-0.020000000000000462,4.03,0.3700000000000001
4.39,0.3799999999999999,0.0,4.39,0.3599999999999994
4.75,0.3600000000000003,-0.009999999999999787,4.76,0.3700000000000001
5.13,0.3799999999999999,0.0,5.13,0.3700000000000001
5.51,0.3799999999999999,0.0,5.51,0.3799999999999999
5.88,0.3700000000000001,0.009999999999999787,5.87,0.3600000000000003
6.24,0.3600000000000003,-0.009999999999999787,6.25,0.3799999999999999
,,,6.64,0.3899999999999997
6.99,,-0.009999999999999787,7.0,0.3600000000000003
7.37,0.3799999999999999,0.009999999999999787,7.36,0.3600000000000003
7.73,0.3600000000000003,0.0,7.73,0.3700000000000001
8.11,0.379999999999999,0.0,8.11,0.379999999999999
8.47,0.3600000000000012,-0.019999999999999574,8.49,0.3800000000000008
8.85,0.379999999999999,0.0,8.85,0.3599999999999994
9.2,0.3499999999999996,-0.02000000000000135,9.22,0.370000000000001
9.59,0.3900000000000005,0.0,9.59,0.3699999999999992
9.94,0.3499999999999996,-0.02000000000000135,9.96,0.370000000000001
10.33,0.3900000000000005,0.0,10.33,0.3699999999999992
10.69,0.3599999999999994,-0.009999999999999787,10.7,0.3699999999999992
11.07,0.3800000000000008,0.009999999999999787,11.06,0.3600000000000012
11.43,0.3599999999999994,0.0,11.43,0.3699999999999992
11.8,0.370000000000001,0.0,11.8,0.370000000000001
12.16,0.3599999999999994,-0.019999999999999574,12.18,0.379999999999999
12.53,0.3699999999999992,0.0,12.53,0.3499999999999996
12.9,0.370000000000001,-0.009999999999999787,12.91,0.3800000000000008
13.28,0.379999999999999,0.0,13.28,0.3699999999999992
13.64,0.3600000000000012,0.009999999999999787,13.63,0.3500000000000014
14.01,0.3699999999999992,0.0,14.01,0.379999999999999
14.37,0.3599999999999994,0.0,14.37,0.3599999999999994
14.74,0.370000000000001,-0.009999999999999787,14.75,0.3800000000000008
15.09,0.3499999999999996,-0.019999999999999574,15.11,0.3599999999999994
15.46,0.370000000000001,-0.019999999999999574,15.48,0.370000000000001
15.82,0.3599999999999994,-0.009999999999999787,15.83,0.3499999999999996
16.19,0.370000000000001,0.0,16.19,0.3600000000000012
16.56,0.3699999999999974,-0.010000000000001563,16.57,0.379999999999999
16.95,0.3900000000000005,0.0,16.95,0.379999999999999
17.31,0.3599999999999994,-0.019999999999999574,17.33,0.379999999999999
,,,17.69,0.360000000000003
18.04,,0.0,18.04,0.3499999999999978
18.43,0.3900000000000005,0.019999999999999574,18.41,0.370000000000001
18.79,0.3599999999999994,0.0,18.79,0.379999999999999
19.17,0.3800000000000025,0.0,19.17,0.3800000000000025
19.53,0.3599999999999994,-0.00999999999999801,19.54,0.3699999999999974
19.92,0.3900000000000005,0.010000000000001563,19.91,0.370000000000001
20.27,0.3499999999999978,-0.010000000000001563,20.28,0.370000000000001
20.64,0.370000000000001,0.0,20.64,0.3599999999999994
20.99,0.3499999999999978,-0.010000000000001563,21.0,0.3599999999999994
21.38,0.3900000000000005,0.00999999999999801,21.37,0.370000000000001
21.74,0.3599999999999994,-0.020000000000003126,21.76,0.3900000000000005
22.13,0.3900000000000005,0.00999999999999801,22.12,0.3599999999999994
22.49,0.3599999999999994,0.0,22.49,0.3699999999999974
22.87,0.3800000000000025,0.0,22.87,0.3800000000000025
23.24,0.3699999999999974,-0.010000000000001563,23.25,0.379999999999999
23.62,0.3800000000000025,0.010000000000001563,23.61,0.3599999999999994
23.96,0.3399999999999998,-0.03999999999999915,24.0,0.3900000000000005
24.35,0.3900000000000005,0.010000000000001563,24.34,0.3399999999999998
24.71,0.3599999999999994,-0.00999999999999801,24.72,0.379999999999999
25.09,0.379999999999999,-0.010000000000001563,25.1,0.3800000000000025
25.46,0.370000000000001,-0.019999999999999574,25.48,0.379999999999999
25.83,0.3699999999999974,0.0,25.83,0.3499999999999978
