Tone Time,IOI,Asynchornies,Tap Time,ITI
0.27,,-0.019999999999999962,0.29,0.26
0.52,0.25,-0.04999999999999993,0.57,0.2799999999999999
0.79,0.27,-0.020000000000000018,0.81,0.2400000000000001
1.03,0.24,-0.030000000000000027,1.06,0.25
1.31,0.28,-0.030000000000000027,1.34,0.28
1.55,0.24,-0.030000000000000027,1.58,0.24
1.81,0.26,-0.030000000000000027,1.84,0.26
2.07,0.2599999999999998,-0.020000000000000018,2.09,0.2499999999999997
2.33,0.2600000000000002,-0.020000000000000018,2.35,0.2600000000000002
2.58,0.25,-0.029999999999999805,2.61,0.2599999999999998
2.85,0.27,-0.029999999999999805,2.88,0.27
3.09,0.2399999999999997,-0.040000000000000036,3.13,0.25
3.37,0.2800000000000002,-0.020000000000000018,3.39,0.2600000000000002
3.62,0.25,-0.020000000000000018,3.64,0.25
3.88,0.2599999999999998,-0.03000000000000025,3.91,0.27
4.14,0.2599999999999998,-0.020000000000000462,4.16,0.25
4.4,0.2600000000000007,-0.009999999999999787,4.41,0.25
4.64,0.2399999999999993,-0.020000000000000462,4.66,0.25
4.91,0.2700000000000004,0.0,4.91,0.25
5.16,0.25,-0.009999999999999787,5.17,0.2599999999999998
5.42,0.2599999999999998,0.0,5.42,0.25
5.66,0.2400000000000002,-0.009999999999999787,5.67,0.25
5.92,0.2599999999999998,0.0,5.92,0.25
6.17,0.25,-0.009999999999999787,6.18,0.2599999999999998
6.44,0.2700000000000004,-0.009999999999999787,6.45,0.2700000000000004
6.68,0.2399999999999993,-0.020000000000000462,6.7,0.25
6.94,0.2600000000000007,-0.009999999999999787,6.95,0.25
7.19,0.25,-0.019999999999999574,7.21,0.2599999999999998
7.45,0.2599999999999998,-0.009999999999999787,7.46,0.25
7.7,0.25,0.0,7.7,0.2400000000000002
7.96,0.2599999999999998,0.0,7.96,0.2599999999999998
8.2,0.2399999999999993,0.0,8.2,0.2399999999999993
8.47,0.2700000000000013,0.009999999999999787,8.46,0.2600000000000015
8.71,0.2400000000000002,-0.009999999999999787,8.72,0.2599999999999998
8.97,0.2599999999999998,-0.009999999999999787,8.98,0.2599999999999998
9.22,0.25,-0.009999999999999787,9.23,0.25
9.48,0.2599999999999998,-0.009999999999999787,9.49,0.2599999999999998
9.72,0.2400000000000002,-0.019999999999999574,9.74,0.25
9.99,0.2699999999999996,-0.009999999999999787,10.0,0.2599999999999998
10.23,0.2400000000000002,-0.02999999999999936,10.26,0.2599999999999998
10.49,0.2599999999999998,-0.019999999999999574,10.51,0.25
10.73,0.2400000000000002,-0.02999999999999936,10.76,0.25
10.99,0.2599999999999998,-0.019999999999999574,11.01,0.25
11.23,0.2400000000000002,-0.02999999999999936,11.26,0.25
11.48,0.25,-0.02999999999999936,11.51,0.25
11.74,0.2599999999999998,-0.009999999999999787,11.75,0.2400000000000002
11.99,0.25,-0.019999999999999574,12.01,0.2599999999999998
12.24,0.25,-0.02999999999999936,12.27,0.2599999999999998
12.5,0.2599999999999998,0.0,12.5,0.2300000000000004
12.75,0.25,-0.009999999999999787,12.76,0.2599999999999998
13.01,0.2599999999999998,0.009999999999999787,13.0,0.2400000000000002
13.25,0.2400000000000002,-0.009999999999999787,13.26,0.2599999999999998
13.51,0.2599999999999998,-0.009999999999999787,13.52,0.2599999999999998
13.76,0.25,0.0,13.76,0.2400000000000002
14.02,0.2599999999999998,0.009999999999999787,14.01,0.25
14.26,0.2400000000000002,0.0,14.26,0.25
14.53,0.2699999999999996,0.019999999999999574,14.51,0.25
14.76,0.2300000000000004,-0.009999999999999787,14.77,0.2599999999999998
15.02,0.2599999999999998,-0.009999999999999787,15.03,0.2599999999999998
15.26,0.2400000000000002,-0.019999999999999574,15.28,0.25
15.51,0.25,-0.02999999999999936,15.54,0.2599999999999998
15.76,0.25,-0.02999999999999936,15.79,0.25
16.0,0.2400000000000002,-0.030000000000001137,16.03,0.240000000000002
16.26,0.2600000000000015,-0.00999999999999801,16.27,0.2399999999999984
16.52,0.259999999999998,0.0,16.52,0.25
16.76,0.240000000000002,-0.00999999999999801,16.77,0.25
17.03,0.2699999999999996,0.0,17.03,0.2600000000000015
17.28,0.25,0.0,17.28,0.25
17.54,0.259999999999998,0.0,17.54,0.259999999999998
17.78,0.240000000000002,0.0,17.78,0.240000000000002
18.04,0.259999999999998,0.0,18.04,0.259999999999998
