Tone Time,IOI,Asynchornies,Tap Time,ITI
0.43,0.29,-0.020000000000000018,0.45,0.31
0.74,0.31,-0.030000000000000027,0.77,0.32
1.05,0.31,-0.020000000000000018,1.07,0.3
1.36,0.31,-0.010000000000000009,1.37,0.3
1.65,0.2899999999999998,-0.030000000000000027,1.68,0.3099999999999998
1.96,0.31,-0.010000000000000009,1.97,0.29
2.27,0.31,0.0,2.27,0.3
2.58,0.31,-0.020000000000000018,2.6,0.33
2.86,0.2799999999999998,-0.03000000000000025,2.89,0.29
3.18,0.3200000000000003,-0.009999999999999787,3.19,0.2999999999999998
3.48,0.2999999999999998,-0.010000000000000231,3.49,0.3000000000000002
3.79,0.31,-0.009999999999999787,3.8,0.3099999999999996
4.09,0.2999999999999998,0.0,4.09,0.29
4.4,0.3100000000000005,,,
4.7,0.2999999999999998,-0.009999999999999787,4.71,
5.01,0.3099999999999996,0.0,5.01,0.2999999999999998
5.31,0.2999999999999998,0.0,5.31,0.2999999999999998
5.61,0.3000000000000007,-0.009999999999999787,5.62,0.3100000000000005
5.92,0.3099999999999996,0.0,5.92,0.2999999999999998
6.23,0.3100000000000005,-0.009999999999999787,6.24,0.3200000000000003
6.53,0.2999999999999998,0.0,6.53,0.29
6.83,0.2999999999999998,-0.009999999999999787,6.84,0.3099999999999996
7.13,0.2999999999999998,0.0,7.13,0.29
7.44,0.3100000000000005,-0.009999999999999787,7.45,0.3200000000000003
7.73,0.29,-0.009999999999999787,7.74,0.29
8.04,0.3099999999999987,-0.010000000000001563,8.05,0.3100000000000005
8.33,0.2900000000000009,-0.009999999999999787,8.34,0.2899999999999991
8.63,0.3000000000000007,-0.019999999999999574,8.65,0.3100000000000005
,,,8.96,0.3100000000000005
,,,9.26,0.2999999999999989
9.54,,-0.010000000000001563,9.55,0.2900000000000009
9.84,0.3000000000000007,-0.019999999999999574,9.86,0.3099999999999987
10.13,0.2900000000000009,-0.019999999999999574,10.15,0.2900000000000009
10.43,0.2999999999999989,-0.030000000000001137,10.46,0.3100000000000005
10.72,0.2900000000000009,-0.02999999999999936,10.75,0.2899999999999991
11.04,0.3199999999999985,-0.010000000000001563,11.05,0.3000000000000007
11.31,0.2700000000000013,-0.019999999999999574,11.33,0.2799999999999993
11.63,0.3200000000000003,0.010000000000001563,11.62,0.2899999999999991
11.91,0.2799999999999993,-0.019999999999999574,11.93,0.3100000000000005
12.21,0.3000000000000007,-0.019999999999999574,12.23,0.3000000000000007
12.51,0.2999999999999989,0.0,12.51,0.2799999999999993
12.81,0.3000000000000007,-0.009999999999999787,12.82,0.3100000000000005
13.1,0.2899999999999991,-0.019999999999999574,13.12,0.2999999999999989
13.42,0.3200000000000003,-0.009999999999999787,13.43,0.3100000000000005
13.7,0.2799999999999993,-0.010000000000001563,13.71,0.2800000000000011
14.0,0.3000000000000007,-0.009999999999999787,14.01,0.2999999999999989
14.3,0.3000000000000007,0.0,14.3,0.2900000000000009
14.6,0.2999999999999989,-0.009999999999999787,14.61,0.3099999999999987
14.89,0.2900000000000009,-0.009999999999999787,14.9,0.2900000000000009
15.21,0.3200000000000003,0.02000000000000135,15.19,0.2899999999999991
15.49,0.2799999999999993,0.0,15.49,0.3000000000000007
15.8,0.3100000000000005,0.0,15.8,0.3100000000000005
16.09,0.2899999999999991,-0.010000000000001563,16.1,0.3000000000000007
16.39,0.3000000000000007,-0.019999999999999574,16.41,0.3099999999999987
16.68,0.2899999999999991,-0.019999999999999574,16.7,0.2899999999999991
16.98,0.3000000000000007,-0.030000000000001137,17.01,0.3100000000000023
17.28,0.3000000000000007,-0.019999999999999574,17.3,0.2899999999999991
17.58,0.2999999999999971,-0.010000000000001563,17.59,0.2899999999999991
17.87,0.2900000000000027,-0.019999999999999574,17.89,0.3000000000000007
18.18,0.3099999999999987,-0.010000000000001563,18.19,0.3000000000000007
18.48,0.3000000000000007,0.0,18.48,0.2899999999999991
18.77,0.2899999999999991,-0.010000000000001563,18.78,0.3000000000000007
19.08,0.3099999999999987,-0.010000000000001563,19.09,0.3099999999999987
19.37,0.2900000000000027,-0.019999999999999574,19.39,0.3000000000000007
19.67,0.3000000000000007,-0.00999999999999801,19.68,0.2899999999999991
19.97,0.2999999999999971,-0.019999999999999574,19.99,0.3099999999999987
20.27,0.3000000000000007,0.0,20.27,0.2800000000000011
20.58,0.3099999999999987,-0.010000000000001563,20.59,0.3200000000000003
20.87,0.2900000000000027,-0.019999999999999574,20.89,0.3000000000000007
21.17,0.3000000000000007,-0.019999999999999574,21.19,0.3000000000000007
21.46,0.2899999999999991,-0.019999999999999574,21.48,0.2899999999999991
21.77,0.3099999999999987,-0.010000000000001563,21.78,0.3000000000000007
22.05,0.2800000000000011,-0.019999999999999574,22.07,0.2899999999999991
22.36,0.3099999999999987,0.0,22.36,0.2899999999999991
22.65,0.2899999999999991,0.0,22.65,0.2899999999999991
22.96,0.3100000000000023,0.0,22.96,0.3100000000000023
23.25,0.2899999999999991,0.0,23.25,0.2899999999999991
23.55,0.3000000000000007,-0.00999999999999801,23.56,0.3099999999999987
23.84,0.2899999999999991,-0.019999999999999574,23.86,0.3000000000000007
24.14,0.3000000000000007,-0.00999999999999801,24.15,0.2899999999999991
,,,24.45,0.3000000000000007
24.73,,-0.00999999999999801,24.74,0.2899999999999991
25.0,0.2699999999999996,-0.030000000000001137,25.03,0.2900000000000027
25.31,0.3099999999999987,-0.010000000000001563,25.32,0.2899999999999991
25.59,0.2800000000000011,-0.030000000000001137,25.62,0.3000000000000007
25.9,0.3099999999999987,-0.010000000000001563,25.91,0.2899999999999991
26.19,0.2900000000000027,0.0,26.19,0.2800000000000011
26.49,0.2999999999999971,0.019999999999999574,26.47,0.2799999999999976
26.78,0.2900000000000027,0.010000000000001563,26.77,0.3000000000000007
27.09,0.3099999999999987,0.019999999999999574,27.07,0.3000000000000007
27.37,0.2800000000000011,-0.00999999999999801,27.38,0.3099999999999987
